release_id,artist_id,artist_name,album_name,release_date,release_category,edition_type,era,genre
rel_10565e38ac95,art_0b0321015fbf,Sly & Robbie,Crucial Reggae,1982,,,,
rel_8c6f78bd2f88,art_0b0321015fbf,Sly & Robbie,Dartanyan vs Johnny Osbourne + Sly & Robbie (Live Dubwise),2025-03-01,,,,
rel_f370b8b7615c,art_0b0321015fbf,Sly & Robbie,Day by Day Dub,2019-03-22,,,,
rel_f5914d781e28,art_0b0321015fbf,Sly & Robbie,Declaration Of Rights,2025-09-12,,,,
rel_2b1764388aac,art_0b0321015fbf,Sly & Robbie,Delroy Wilson Meets Sly & Robbie Downtown,2016-09-30,,,,
rel_95991269dfcc,art_0b0321015fbf,Sly & Robbie,Dennis Brown Riddims,2016-09-30,,,,
rel_fb36277c8eae,art_0b0321015fbf,Sly & Robbie,Dirty Taxi,2012-03-27,,,,
rel_3e1a427f4c7c,art_0b0321015fbf,Sly & Robbie,Disco Dub,2006-06-01,,,,
rel_47ff68c76f30,art_0b0321015fbf,Sly & Robbie,Drum & Bass Strip To The Bone By Howie B,1999-12-01,,,,
rel_65cdce9f25bb,art_0b0321015fbf,Sly & Robbie,Dub 93,2005-07-08,,,,
rel_0ffee2dd3325,art_0b0321015fbf,Sly & Robbie,Dub Fire,2001,,,,
rel_c1152c17dd35,art_0b0321015fbf,Sly & Robbie,Dub Hold I & I,2011-06-30,,,,
rel_9f0c7c440fda,art_0b0321015fbf,Sly & Robbie,Dub Masters,2023-08-04,,,,
rel_01af4463ad35,art_0b0321015fbf,Sly & Robbie,Dub Takeover,2012-02-14,,,,
rel_3b7d9d6a48b0,art_0b0321015fbf,Sly & Robbie,Dub to the Roots,2012-02-14,,,,
rel_9c5d18b992cf,art_0b0321015fbf,Sly & Robbie,Dub25,2025-05-15,,,,
rel_2d84b0490c70,art_0b0321015fbf,Sly & Robbie,Dubocalypse,2017-04-30,,,,
rel_c65107f2917e,art_0b0321015fbf,Sly & Robbie,Electro Reggae,1986-01-28,,,,
rel_3ec0afb104a5,art_0b0321015fbf,Sly & Robbie,Ethiopian Rock,2012-02-14,,,,
rel_e1a826651f22,art_0b0321015fbf,Sly & Robbie,Everlasting Love Dub,2025-04-25,,,,
rel_df6cbfb67fca,art_0b0321015fbf,Sly & Robbie,Feel The Beat Dub,2006-01-01,,,,
rel_8595daa5d445,art_0b0321015fbf,Sly & Robbie,Fool Up The People,2008-12-01,,,,
rel_ba73443bf4a1,art_0b0321015fbf,Sly & Robbie,Forward,2023-04-14,,,,
rel_302a408f0bd9,art_0b0321015fbf,Sly & Robbie,Fox Dubs: Remember Our Creator,2021-04-16,,,,
rel_5fb40c3c5aa1,art_0b0321015fbf,Sly & Robbie,Freedom,2023-10-06,,,,
rel_a1fd438dc2ae,art_0b0321015fbf,Sly & Robbie,Friends,2012-06-29,,,,
rel_c68e61b9b3d8,art_0b0321015fbf,Sly & Robbie,Friends Singles,1997,,,,
rel_6b24b3b19e06,art_0b0321015fbf,Sly & Robbie,Fun,2017-02-01,,,,
rel_1b5ed6962072,art_0b0321015fbf,Sly & Robbie,Gamblers Choice,2006-06-01,,,,
rel_71be056de8de,art_0b0321015fbf,Sly & Robbie,Gangsta Luv (feat. KGN21 and Mr. Vegas) - Single,2013-08-13,,,,
rel_c7dfdec5ae05,art_0b0321015fbf,Sly & Robbie,Gangsta Sex and Love,2013-02-20,,,,
rel_9ae078f5e386,art_0b0321015fbf,Sly & Robbie,Glasshouse,2023-02-14,,,,
rel_5380fb4fb1c6,art_0b0321015fbf,Sly & Robbie,Great (feat. Bugle and Tabeta Cshae) - Single,2019-01-25,,,,
rel_50cfba295699,art_0b0321015fbf,Sly & Robbie,Hail Up The Taxi,2012-06-29,,,,
rel_debefc589ee3,art_0b0321015fbf,Sly & Robbie,Hand Up Deh,2022-12-16,,,,
rel_b9de3c5d597b,art_0b0321015fbf,Sly & Robbie,Happy Song - Single,2013-12-17,,,,
rel_22fad1522a36,art_0b0321015fbf,Sly & Robbie,Horace Andy Dubbin' It Up,2006-02-01,,,,
rel_1d5aca87cd46,art_0b0321015fbf,Sly & Robbie,Hordcore Dub,1978,,,,
rel_434c3218856a,art_0b0321015fbf,Sly & Robbie,House Fi Live Inna,2022-09-09,,,,
rel_b5c36624e4ec,art_0b0321015fbf,Sly & Robbie,If I Gave You My Love (feat. Eivind Aarset & Vladislav Delay),2018-02-09,,,,
rel_106eff9224b9,art_0b0321015fbf,Sly & Robbie,Inspiration Information,2008-10-13,,,,
rel_f0e11b7e1a41,art_0b0321015fbf,Sly & Robbie,J PARADISE,2009-03-18,,,,
rel_7276dc480cda,art_0b0321015fbf,Sly & Robbie,Jackpot Presents Sly & Robbie,2011-11-21,,,,
rel_e8ad28dc0fd2,art_0b0321015fbf,Sly & Robbie,Jackpot Presents Sly & Robbie Meet Bunny Lee at Dubstation,2011-11-30,,,,
rel_648f90a8cfb0,art_0b0321015fbf,Sly & Robbie,Jah Jah Man,1982,,,,
rel_7b2b4e5ffe9e,art_0b0321015fbf,Sly & Robbie,Jamaican Legends Live in Tokyo,2011,,,,
rel_8dc50f61b3fc,art_0b0321015fbf,Sly & Robbie,Johnny Osbourne + Sly & Robbie (Live In Tokyo Japan),2014,,,,
rel_e98755408f64,art_0b0321015fbf,Sly & Robbie,Junior Natural + Sly & Robbie: Militant,2017-10-31,,,,
rel_6817a0a5cdab,art_0b0321015fbf,Sly & Robbie,Jラヴァーズ,2010-03-24,,,,
rel_dfff42847e5c,art_0b0321015fbf,Sly & Robbie,Kids Reggae (Sing-Along Bible Songs),2019-10-18,,,,
rel_6e8df19ee5c9,art_0b0321015fbf,Sly & Robbie,King of Kings - Single,2015-08-27,,,,
rel_20b569ab9535,art_0b0321015fbf,Sly & Robbie,King Street,2022-08-12,,,,
rel_e9b29c959a9a,art_0b0321015fbf,Sly & Robbie,La Trenggae,1999,,,,
rel_3cea286a93b1,art_0b0321015fbf,Sly & Robbie,Legalise the Dub,2012-02-14,,,,
rel_707492328381,art_0b0321015fbf,Sly & Robbie,Let Go,2017-02-01,,,,
rel_3f33c3d1098a,art_0b0321015fbf,Sly & Robbie,Let's Make Up,2023-03-10,,,,
rel_5a89dd20e0e2,art_0b0321015fbf,Sly & Robbie,Level the Vibes - Deluxe Edition,1987,,,,
rel_7fc1768d0b7c,art_0b0321015fbf,Sly & Robbie,LIBERTAD,2024-03-01,,,,
rel_dfdda19e8f08,art_0b0321015fbf,Sly & Robbie,Life Serious,2021-01-29,,,,
rel_0f41ac573401,art_0b0321015fbf,Sly & Robbie,Linstead Market,2018-07-27,,,,
rel_6ce24f95ee7d,art_0b0321015fbf,Sly & Robbie,Liquidator Dub,2012-02-14,,,,
rel_de1cba52282b,art_0b0321015fbf,Sly & Robbie,Live 86 Vol 1 = Taxi Gang - Ini Kamoze,2005-07-08,,,,
rel_728474010da3,art_0b0321015fbf,Sly & Robbie,Live 86 Vol 2 = Half Pint & Yellow Man,2005-07-08,,,,
rel_2da5adeaddbd,art_0b0321015fbf,Sly & Robbie,Livin' It Up,2006-02-01,,,,
rel_b94d26141a5a,art_0b0321015fbf,Sly & Robbie,Looking In The Eyes Of Dub,2012-02-14,,,,
rel_84adb568eeb4,art_0b0321015fbf,Sly & Robbie,Lord Lead The Way,2022-09-09,,,,
rel_c6691f5fbecb,art_0b0321015fbf,Sly & Robbie,Love Restart (Deluxe Edition),2018-08-31,,,,
rel_05f1ba4dd080,art_0b0321015fbf,Sly & Robbie,Made in Jamaica,2010-01-01,,,,
rel_df28d0e0f975,art_0b0321015fbf,Sly & Robbie,Magic,2018-11-27,,,,
rel_438d0eebbe76,art_0b0321015fbf,Sly & Robbie,Mambo Taxi,1997-01-01,,,,
rel_ac62844cf97e,art_0b0321015fbf,Sly & Robbie,"Many Moods of Sly, Robbie & The Taxi Gang",1991,,,,
rel_45a8b6b86ffb,art_0b0321015fbf,Sly & Robbie,Massive,2001,,,,
rel_0bf90ae363f1,art_0b0321015fbf,Sly & Robbie,"Master of Ceremony ""Dub""",2007-01-24,,,,
rel_bc30012c942a,art_0b0321015fbf,Sly & Robbie,Meet Aggrovators & Revolutionaries,2011-09-09,,,,
rel_03fef460b4fe,art_0b0321015fbf,Sly & Robbie,Mi Selecta,2024-03-01,,,,
rel_36274e3cbce4,art_0b0321015fbf,Sly & Robbie,Militant Dub,2018-06-01,,,,
rel_3308433b5152,art_0b0321015fbf,Sly & Robbie,Money Dub,1999-01-01,,,,
rel_65ff0f883ad9,art_0b0321015fbf,Sly & Robbie,Monty Meets Sly And Robbie,2000-04-25,,,,
rel_0745849ddf75,art_0b0321015fbf,Sly & Robbie,Moving Out Of Dubland,2012-02-14,,,,
rel_caee2b274181,art_0b0321015fbf,Sly & Robbie,Neil Five (Caesura Remix),2018-06-29,,,,
rel_a44b134bbb3b,art_0b0321015fbf,Sly & Robbie,No Silence,2022-07-15,,,,
rel_393d0d705c21,art_0b0321015fbf,Sly & Robbie,Nobodys Dub,2012-02-14,,,,
rel_2d6f62b1a35a,art_0b0321015fbf,Sly & Robbie,None Shall Escape the House of Dub,2012-02-14,,,,
rel_ac0ff86a866d,art_0b0321015fbf,Sly & Robbie,Nordub (feat. Eivind Aarset & Vladislav Delay),2018-04-06,,,,
rel_f0038fdacfb0,art_0b0321015fbf,Sly & Robbie,"Old School Hip Hop, Vol. 3",1995,,,,
rel_f6d27c0aa981,art_0b0321015fbf,Sly & Robbie,One Fine Dub,2016-11-30,,,,
rel_6816fe5d6328,art_0b0321015fbf,Sly & Robbie,Overdrive in Overdub,1993,,,,
rel_98c940935d0a,art_0b0321015fbf,Sly & Robbie,Please Don't Leave Me,2025-06-27,,,,
rel_254865667e5a,art_0b0321015fbf,Sly & Robbie,Pleasure,2017-02-01,,,,
rel_4911cc5fe437,art_0b0321015fbf,Sly & Robbie,Power Matic Dance Hall Vol1.,1992,,,,
rel_dbf74117666b,art_0b0321015fbf,Sly & Robbie,Praise His Name,2024-06-13,,,,
rel_b8892fa5de52,art_0b0321015fbf,Sly & Robbie,Present The Taxi Gang - Hail Up The Taxi,1995-01-01,,,,
rel_97646e46ea59,art_0b0321015fbf,Sly & Robbie,Ragga Pon Top,1991,,,,
rel_f92abb94bc26,art_0b0321015fbf,Sly & Robbie,Raiders of the lost dub,1983,,,,
rel_6f756dedcd1c,art_0b0321015fbf,Sly & Robbie,Ras Steppers (DJ Drez Remix),2024-04-19,,,,
rel_50a9db51d86f,art_0b0321015fbf,Sly & Robbie,Rebel Soldier,2022-11-25,,,,
rel_4a5ae48eefda,art_0b0321015fbf,Sly & Robbie,Red Hills Road,2021-01-01,,,,
rel_2b9932981730,art_0b0321015fbf,Sly & Robbie,Reggae Connection,2013-08-27,,,,
rel_ef7e6c763066,art_0b0321015fbf,Sly & Robbie,Reggae for Her (Sly & Robbie Presents Devin Di Dakta and JL),2016-09-23,,,,
rel_89cb7e03ee7b,art_0b0321015fbf,Sly & Robbie,Reggae Icons,2011-06-18,,,,
rel_4692329a339b,art_0b0321015fbf,Sly & Robbie,Remember Precious Times,1992,,,,
rel_64fed403fb0b,art_0b0321015fbf,Sly & Robbie,Rhythm Doubles,2012-06-29,,,,
rel_bbb81afb0dfd,art_0b0321015fbf,Sly & Robbie,Rhythm Killers,1987,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_96c6325a20e4,art_0b0321015fbf,Sly & Robbie,Riddim Driven Tabla,2002,,,,
rel_ec90cbe098bc,art_0b0321015fbf,Sly & Robbie,Rock 'n' Reggae,2013-02-20,,,,
rel_38c46d432319,art_0b0321015fbf,Sly & Robbie,Rock Steady Dub,2011-06-30,,,,
rel_a23b06b60f03,art_0b0321015fbf,Sly & Robbie,Rock-Stone Noah Bingie (feat. Eivind Aarset & Vladislav Delay),2018-03-23,,,,
rel_bf4b9d1998f2,art_0b0321015fbf,Sly & Robbie,Rockfort Rock,2022-10-21,,,,
rel_fefe05c63e01,art_0b0321015fbf,Sly & Robbie,Russian Stout,2012-02-14,,,,
rel_38acb6699c06,art_0b0321015fbf,Sly & Robbie,Satta Massa,2012-02-14,,,,
rel_74a67938ad51,art_0b0321015fbf,Sly & Robbie,Segolene & Nicolas,2006-01-01,,,,
rel_b0ba9598dc90,art_0b0321015fbf,Sly & Robbie,Sempre Procurei Remix,2021-02-26,,,,
rel_b15f8237be52,art_0b0321015fbf,Sly & Robbie,Seven Million Dollar Man,2012-02-14,,,,
rel_9d25240e5b8b,art_0b0321015fbf,Sly & Robbie,Shub-In,2012-02-14,,,,
rel_bd76a16195f0,art_0b0321015fbf,Sly & Robbie,Sly & Robbie + Groucho Smykle - Dubrising,2014-12-16,,,,
rel_eaea7dd7b275,art_0b0321015fbf,Sly & Robbie,Sly & Robbie + Joseph Cotton Present Woman,2015-08-15,,,,
rel_882738d56e3e,art_0b0321015fbf,Sly & Robbie,Sly & Robbie + Khalifa = in the Morning Remix,2016-02-16,,,,
rel_47446feee9ae,art_0b0321015fbf,Sly & Robbie,Sly & Robbie - Rhythm Killers,1990-01-01,,,,
rel_d04da08a5f0b,art_0b0321015fbf,Sly & Robbie,Sly & Robbie = Live 86,2014-07-14,,,,
rel_398f383c948e,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Dub Serge,2019-12-06,,,,
rel_17ee7ff97afd,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Free Dub,2015-12-15,,,,
rel_5a0ed2b7f1da,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Greets Led Zeppelin,2007-01-01,,,,
rel_3b14874ef96b,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Hits 1978-1990,1991,,,,
rel_68daa9dba9ef,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Anniversary,2009-04-21,,,,
rel_0950b7ca69f7,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Beenie Bounty,2009-04-21,,,,
rel_7790428a312d,art_0b0321015fbf,Sly & Robbie,Sly & Robbie present Dancehall Killers!,2000,,,,
rel_85e17ccc2f99,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Dirty Taxi EP,2009-05-21,,,,
rel_e9ce9689e371,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Dubmaster Voyage,2014-08-19,,,,
rel_d52131ecd054,art_0b0321015fbf,Sly & Robbie,Sly & Robbie present Hail Up The Taxi,1995,,,,
rel_345615293ad1,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present More Baltimore,2009-04-21,,,,
rel_63dd08ce44ea,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Sound of Sound,1992,,,,
rel_c45303bc6207,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Sounds of Taxi Vol 3,1985,,,,
rel_711894d145f4,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Taxi 08 09,2009,,,,
rel_47d3a5fdffdc,art_0b0321015fbf,Sly & Robbie,Sly & Robbie present Taxi Christmas,1991-01-01,,,,
rel_010b42f372d7,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present Taxi Trio (Dennis Brown Sugar Minott Gregory Isaacs),2009-05-21,,,,
rel_36e452741758,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present The Punishers,1993,,,,
rel_7d5e774e0d96,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Present: Gregory Isaacs in Dub,2019-03-03,,,,
rel_4fe086220f00,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Presents: Bad,2017-11-03,,,,
rel_67efcac43656,art_0b0321015fbf,Sly & Robbie,Sly & Robbie Revisit Bob Marley,2017-01-01,,,,
rel_6bfa423529e4,art_0b0321015fbf,Sly & Robbie,Sly & Robbie vs. Roots Radics: The Dub Battle,2021-09-10,,,,
rel_266327ae4dcf,art_0b0321015fbf,Sly & Robbie,Sly & Robbie's Book of Dubelation,2018-02-22,,,,
rel_f78599acbfa5,art_0b0321015fbf,Sly & Robbie,Sly & Robbie: The Summit,1988-01-01,,,,
rel_56d09c90ff20,art_0b0321015fbf,Sly & Robbie,Sly & Robby Turbo Charge,1983,,,,
rel_ec28d298cd6a,art_0b0321015fbf,Sly & Robbie,Soul Sister,2025-07-18,,,,
rel_97b7f2311df5,art_0b0321015fbf,Sly & Robbie,Sound Box Essentials Platinum Edition,2012-05-21,,,,
rel_b6bdfab024d5,art_0b0321015fbf,Sly & Robbie,Sound Of Sound Vol2,1993,,,,
rel_8c91c4d61e48,art_0b0321015fbf,Sly & Robbie,Special Brew,1977,,,,
rel_b3bf74372e52,art_0b0321015fbf,Sly & Robbie,Spring Again,2022-07-15,,,,
rel_8f49d8f5641b,art_0b0321015fbf,Sly & Robbie,Stepper Takes The Taxi,2013-07-02,,,,
rel_cc9087e00ad6,art_0b0321015fbf,Sly & Robbie,Stone Age Dub,2011-06-30,,,,
rel_496bba228239,art_0b0321015fbf,Sly & Robbie,Super Larger,1977,,,,
rel_d4ac4ec8f577,art_0b0321015fbf,Sly & Robbie,Sweet Dub,2020-10-29,,,,
rel_a759bc6dd175,art_0b0321015fbf,Sly & Robbie,Syncopation,2009,,,,
rel_5c5e89fdd259,art_0b0321015fbf,Sly & Robbie,Taxi Fare,1986-01-01,,,,
rel_3d1c8efa1139,art_0b0321015fbf,Sly & Robbie,Taxi Presents Sound of the 90's,1989,,,,
rel_87a885a792b4,art_0b0321015fbf,Sly & Robbie,Taxi Singles 2,2005-07-08,,,,
rel_3dbab9476725,art_0b0321015fbf,Sly & Robbie,The Aggrovators Present Sly & Robbie,2017-06-09,,,,
rel_5b22b57192df,art_0b0321015fbf,Sly & Robbie,The Best Part,2023-04-13,,,,
rel_368ba43b48b5,art_0b0321015fbf,Sly & Robbie,The Conqueror,1977,,,,
rel_9898c5b588d1,art_0b0321015fbf,Sly & Robbie,The Dark Destroyer,2012-02-14,,,,
rel_10e867e5a060,art_0b0321015fbf,Sly & Robbie,The Deejay Battle: Sly & Robbie vs. Roots Radics,2023-04-28,,,,
rel_23bab153f04e,art_0b0321015fbf,Sly & Robbie,The Final Battle: Sly & Robbie vs Roots Radics (Deluxe Edition),2020-01-24,,,,
rel_ca58def8076a,art_0b0321015fbf,Sly & Robbie,The King Of Dubs,2011-06-30,,,,
rel_39b19c92c4c8,art_0b0321015fbf,Sly & Robbie,The Long Arms of the Law,2017-08-30,,,,
rel_f24f89b9e29e,art_0b0321015fbf,Sly & Robbie,The Mighty Dub Of Dubs,2011-06-30,,,,
rel_3472489c8f62,art_0b0321015fbf,Sly & Robbie,The Reggae Power 2,2015-09-04,,,,
rel_09fdd8a7ef84,art_0b0321015fbf,Sly & Robbie,The Sixties+Seventies+Eighties=TAXI=Sly & Robbie,2006-06-01,,,,
rel_ead3c57d3336,art_0b0321015fbf,Sly & Robbie,The Sting,1986,,,,
rel_8d6f16419464,art_0b0321015fbf,Sly & Robbie,The Unmetered Taxi,1980,,,,
rel_613f68b73d04,art_0b0321015fbf,Sly & Robbie,The Way,2015-01-13,,,,
rel_d21ff3f27e5b,art_0b0321015fbf,Sly & Robbie,The Wonderful Sound of Lovers Rock,2001-01-01,,,,
rel_d16fbca27789,art_0b0321015fbf,Sly & Robbie,This Morning (feat. Mykal Rose),2019-04-01,,,,
rel_e864ddeb08c8,art_0b0321015fbf,Sly & Robbie,Top Ranking,2024-08-21,,,,
rel_e67780a00c09,art_0b0321015fbf,Sly & Robbie,Top Ranking Style Dub,2011-06-30,,,,
rel_8ae30fbc21fc,art_0b0321015fbf,Sly & Robbie,Tough Aggrovators,2018-06-15,,,,
rel_e0681a21cd64,art_0b0321015fbf,Sly & Robbie,Travelling Man,2025-08-01,,,,
rel_71bde73c139b,art_0b0321015fbf,Sly & Robbie,"Ulterior Motives (Sly & Robbie vs. Roots Radics) [feat. Brinsley Forde, Bongo Herman & Don Camel]",2019-04-01,,,,
rel_828f602172ac,art_0b0321015fbf,Sly & Robbie,Usuals Suspects,2006-06-01,,,,
rel_94527f4f6a1c,art_0b0321015fbf,Sly & Robbie,Version Born,2004-01-01,,,,
rel_362859457484,art_0b0321015fbf,Sly & Robbie,When Love is New,2021-07-10,,,,
rel_11c0896fa742,art_0b0321015fbf,Sly & Robbie,Wings Riddim,2018-09-07,,,,
rel_a8fa1d8e2059,art_0b0321015fbf,Sly & Robbie,Yabby U Meets Sly & Robbie Along With Tommy McCook Cornfed,1982,,,,
rel_2ca5feac8190,art_0b0321015fbf,Sly & Robbie,Yearning,2025-07-25,,,,
rel_bb55f9036ff9,art_0b0321015fbf,Sly & Robbie,Zion Gates of Dub,2012-02-14,,,,
rel_f296f608e865,art_dc0820ec44ff,Sly Fox,Let's Go All the Way,1986,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_18c0f9de609c,art_dc0820ec44ff,Sly Fox,Let's Go All the Way,1986,reissue,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_41a483dbee43,art_21c4e86b15e4,Space Cadets,Boy Wonder,2022-02-10,,,,
rel_a59444c11d39,art_21c4e86b15e4,Space Cadets,Children of Enceladus,2022-01-01,,,,
rel_3130546a2c90,art_21c4e86b15e4,Space Cadets,Dogfighting,2022-05-08,,,,
rel_95438a932de6,art_21c4e86b15e4,Space Cadets,Militia Girl,2024-06-19,,,,
rel_2ece03454222,art_21c4e86b15e4,Space Cadets,Planetfall,2023-12-18,,,,
rel_f01e9a8498ad,art_21c4e86b15e4,Space Cadets,Reload the Broadsides,2025-03-01,,,,
rel_c5191f9af915,art_21c4e86b15e4,Space Cadets,Sounds from Outer Space,2022-07-15,,,,
rel_78ce7ffa56fd,art_21c4e86b15e4,Space Cadets,Space Cadets,1981,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_212db269bc3b,art_21c4e86b15e4,Space Cadets,Wars of Expansion,2022-03-30,,,,
rel_8c61465f6cb8,art_bfe73bfb3074,Standing On The Verge,The Best Of Funkadelic,2008,,,,
rel_bc77f8b25743,art_a64511b0e386,Starr Cullars,,2007,,,,
rel_567ef2c04aa0,art_672fe9d7d136,Sterling Silver Starship,Greatest Funkin' Hits,1996-10-29,compilation,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_26993b00078c,art_563db60acbc0,Steve Boyd,4:20 Drive Time,2000-11-09,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_b76005890e75,art_cd9e3a4fe4d2,Stevie Salas,Alter Native,2017-05-31,,,,
rel_6b9f9206f831,art_cd9e3a4fe4d2,Stevie Salas,Back from the Living,2017-05-31,,,,
rel_ddb1c93af089,art_cd9e3a4fe4d2,Stevie Salas,Back From The Living (Deluxe Edition),2025-09-26,,,,
rel_65c0d0402077,art_cd9e3a4fe4d2,Stevie Salas,Be What It Is,2017-05-31,,,,
rel_3f1b226348f5,art_cd9e3a4fe4d2,Stevie Salas,Colorcode,1990,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_991a3a883345,art_cd9e3a4fe4d2,Stevie Salas,Jam Power,2017-05-31,,,,
rel_4a24b529f3d5,art_cd9e3a4fe4d2,Stevie Salas,Set It on Blast,2017-05-31,,,,
rel_796249b91a82,art_cd9e3a4fe4d2,Stevie Salas,Shapeshifter,2017-05-31,,,,
rel_358a8973e821,art_cd9e3a4fe4d2,Stevie Salas,Sometimes Almost Never Was,2023-11-27,,,,
rel_b3f2e99a542b,art_cd9e3a4fe4d2,Stevie Salas,The Soulblasters of the Universe,2017-05-31,,,,
rel_22d69871d064,art_cc7da67c75ba,Sweat Band,Sweat Band,1980,original,standard,Classic P-Funk (1970–1981),"Funk, Soul, P-Funk"
rel_57c76087cf89,art_cc7da67c75ba,Sweat Band,Sweat Band (Expanded Edition),1980-10-01,,,,
rel_c027fa02ce2a,art_3849f541817b,T.C. Ellis,True Confessions,1991-05-28,original,standard,Transition Era (1982–1992),"Funk, R&B, P-Funk"
rel_0cf1d3219ebd,art_e8727c572730,Tal Ross,a.k.a. Detrimental Vasoline - Giant Shirley,1995-10,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_e11100a9947a,art_e8727c572730,Tal Ross,Giant Shirley,2015-11-25,,,,
rel_9feec90989ec,art_e8727c572730,Tal Ross,Message to You (I'm the Captain),2020-06-01,,,,
rel_d580dc77404d,art_e8727c572730,Tal Ross,Thee Lost Scrolls of Detrimental Vasoline,2015-11-25,,,,
rel_e4f3721df69c,art_ec1e469221b7,The Debonaires,Hallwood Hustle,2020-10-06,,,,
rel_1e91b6c9f242,art_ec1e469221b7,The Debonaires,Headache In My Heart,1967,original,standard,Pre-P-Funk (1955–1969),"Soul, R&B, Proto-Funk"
rel_69d29da23e37,art_ec1e469221b7,The Debonaires,J-Funk,2020-09-01,,,,
rel_f75207f02925,art_ec1e469221b7,The Debonaires,Longshout,2012-11-26,,,,
rel_86d9c36e6a8d,art_ec1e469221b7,The Debonaires,Loving You Takes All Of My Time,1966,original,standard,Pre-P-Funk (1955–1969),"Soul, R&B, Proto-Funk"
rel_05eb04561d2e,art_ec1e469221b7,The Debonaires,Movin',2013-07-03,,,,
rel_c97e31329e18,art_ec1e469221b7,The Debonaires,One Life to Live,2022-11-23,,,,
rel_c00b91cf0403,art_ec1e469221b7,The Debonaires,The Champ,2020-07-15,,,,
rel_1c5e9ae3a4ee,art_ec1e469221b7,The Debonaires,THE DEBONAIRES,2002,,,,
rel_5e7fd3140219,art_ec1e469221b7,The Debonaires,Westward Ho,2020-08-11,,,,
rel_a72be9b7f09c,art_f7e6ed735b89,The Enemy Squad Presents Ultra Unit,The Angel Dust Theory,2000-12-15,original,standard,Comeback Era (1993–2004),"Funk, R&B, P-Funk"
rel_a5695ec2c551,art_114020487eb5,The Fantastic Four,Girl Have Pity,1966,original,standard,Pre-P-Funk (1955–1969),"Soul, R&B, Proto-Funk"
rel_badbd85562d3,art_114020487eb5,The Fantastic Four,The Fantastic Four Collection,2012-11-11,,,,
rel_75d763a005fb,art_bea973110156,The Flaming Lips,7 Skies H3,2014-04-19,,,,
rel_85c70aab29b6,art_bea973110156,The Flaming Lips,American Head,2020-09-11,,,,
rel_12a4c96550bd,art_bea973110156,The Flaming Lips,At War With the Mystics,2006-04-03,,,,
rel_3e20f60e85ec,art_bea973110156,The Flaming Lips,B-Sides,2009-08-11,,,,
rel_17c0156634aa,art_bea973110156,The Flaming Lips,Bad Days,2005,,,,
rel_455026d3c260,art_bea973110156,The Flaming Lips,Brainville,2005-11-15,,,,
rel_59ca0fa72ad5,art_bea973110156,The Flaming Lips,Chosen One (2015 Remaster),2015-11-20,,,,
rel_2ea379aaf97c,art_bea973110156,The Flaming Lips,Christmas on Mars,2008-11-07,,,,
rel_58c18cd5ac25,art_bea973110156,The Flaming Lips,Clouds Taste Metallic,1995,,,,
rel_b30ee4d1b7be,art_bea973110156,The Flaming Lips,Deap Lips,2020-03-13,,,,
rel_d260adb26085,art_bea973110156,The Flaming Lips,Dinosaurs on the Mountain,2020-07-10,,,,
rel_df06ee0db886,art_bea973110156,The Flaming Lips,Due To High Expectations...The Flaming Lips Are Providing Needles For Your Balloons,1994-07-12,,,,
rel_db3f3cdd3df9,art_bea973110156,The Flaming Lips,Ego Tripping at the Gates of Hell,2003-11-03,,,,
rel_5e0c645a99ba,art_bea973110156,The Flaming Lips,Ego Tripping at the Gates Of Hell (Live on XFM 11/11/03),2022-09-29,,,,
rel_939029795999,art_bea973110156,The Flaming Lips,Embryonic,2009-10-09,,,,
rel_8a4802260d64,art_bea973110156,The Flaming Lips,"Enthusiasm for Life Defeats Existential Fear, Pt. 2",2018-05-25,,,,
rel_129a482c3cf2,art_bea973110156,The Flaming Lips,Fight Test,2003,,,,
rel_faa895b204a6,art_bea973110156,The Flaming Lips,"Fight Test (Live at the Forum, London, UK 1/22/03)",2022-11-11,,,,
